filename,width,height,class,xmin,ymin,xmax,ymax
000000_jpg.rf.9c83cd059592db9e1d1bc18ced9a1466.jpg,640,640,Plastic,93,107,383,525
000000_jpg.rf.d41ad3d6bf7a71ffb88e294e54e4002b.jpg,640,640,Plastic,467,350,514,390
000000_jpg.rf.d41ad3d6bf7a71ffb88e294e54e4002b.jpg,640,640,Plastic,406,357,465,391
000000_jpg.rf.d41ad3d6bf7a71ffb88e294e54e4002b.jpg,640,640,Metal,121,426,199,457
000000_jpg.rf.d41ad3d6bf7a71ffb88e294e54e4002b.jpg,640,640,Metal,244,56,278,83
000000_jpg.rf.d41ad3d6bf7a71ffb88e294e54e4002b.jpg,640,640,Metal,269,77,276,81
000000_jpg.rf.d41ad3d6bf7a71ffb88e294e54e4002b.jpg,640,640,Metal,265,3,286,30
000000_jpg.rf.d41ad3d6bf7a71ffb88e294e54e4002b.jpg,640,640,Metal,287,8,310,24
000000_jpg.rf.d41ad3d6bf7a71ffb88e294e54e4002b.jpg,640,640,Trash,386,72,403,82
000000_jpg.rf.e8dbf76019284a6de89392c05c326068.jpg,640,640,Trash,201,244,404,455
000000_jpg.rf.f6a8818b5131d012751cc573635e05ee.jpg,640,640,Plastic,51,123,382,427
000000_jpg.rf.f6a8818b5131d012751cc573635e05ee.jpg,640,640,Cardboard,308,123,417,426
000000_jpg.rf.f6a8818b5131d012751cc573635e05ee.jpg,640,640,Cardboard,85,155,132,178
000000_jpg.rf.f94d776ddef69a55226cba2d1c99946c.jpg,640,640,Trash,634,125,641,139
000000_jpg.rf.f94d776ddef69a55226cba2d1c99946c.jpg,640,640,Paper,324,287,339,305
000000_jpg.rf.f94d776ddef69a55226cba2d1c99946c.jpg,640,640,Paper,259,358,302,396
000000_jpg.rf.ff3827f0ec117e357e45e6671fa5d9e8.jpg,640,640,Plastic,482,208,615,232
000000_JPG_jpg.rf.09f0c97edc675cca5d5f4ceaec2555c3.jpg,640,640,Plastic,253,227,377,398
000000_JPG_jpg.rf.09f0c97edc675cca5d5f4ceaec2555c3.jpg,640,640,Plastic,274,227,307,239
000000_JPG_jpg.rf.2bc684bf9934b3efcafecb3e8f881795.jpg,640,640,Plastic,377,385,394,428
000000_JPG_jpg.rf.30b80a5164dca199d01696145090ba48.jpg,640,640,Plastic,356,233,411,282
000000_JPG_jpg.rf.30b80a5164dca199d01696145090ba48.jpg,640,640,Paper,394,122,437,161
000000_JPG_jpg.rf.30b80a5164dca199d01696145090ba48.jpg,640,640,Trash,315,254,338,279
000000_JPG_jpg.rf.430c344fb6c893945bf49e03d0de3296.jpg,640,640,Plastic,375,218,393,231
000000_JPG_jpg.rf.4b69c6c6520c6caea71017a8cd1fe3e0.jpg,640,640,Plastic,258,337,293,397
000000_JPG_jpg.rf.6bc8eb771532e53116ad6f26f17ae160.jpg,640,640,Plastic,212,248,256,266
000000_JPG_jpg.rf.73cd1039d92be89c541a900c6c5bcfdc.jpg,640,640,Plastic,392,360,410,406
000000_JPG_jpg.rf.82d78b290749aa71267737333b269f3a.jpg,640,640,Plastic,244,334,303,368
000000_JPG_jpg.rf.966a3d2b87d9d297efd7d3c08d11461b.jpg,640,640,Plastic,263,368,312,416
000000_JPG_jpg.rf.966a3d2b87d9d297efd7d3c08d11461b.jpg,640,640,Paper,249,486,290,523
000000_JPG_jpg.rf.966a3d2b87d9d297efd7d3c08d11461b.jpg,640,640,Trash,330,368,352,391
000000_JPG_jpg.rf.e168c74dd5c2fea8f90875a82c34995a.jpg,640,640,Plastic,258,344,319,382
000000_JPG_jpg.rf.f1978fb2cf2f126a4dd8135a467ff678.jpg,640,640,Plastic,372,331,420,380
000000_JPG_jpg.rf.f1978fb2cf2f126a4dd8135a467ff678.jpg,640,640,Paper,491,352,527,392
000000_JPG_jpg.rf.f1978fb2cf2f126a4dd8135a467ff678.jpg,640,640,Trash,371,292,394,314
000001_jpg.rf.07f20b08920f80416f81c039627f318b.jpg,640,640,Trash,466,212,482,219
000001_jpg.rf.07f20b08920f80416f81c039627f318b.jpg,640,640,Metal,458,240,537,357
000001_jpg.rf.1c8e73f06dfbe7a68f31cbf87b89f4e9.jpg,640,640,Plastic,259,311,404,396
000001_jpg.rf.1c8e73f06dfbe7a68f31cbf87b89f4e9.jpg,640,640,Plastic,393,325,404,344
000001_jpg.rf.20e4387e7c16909835fb5f29577f6018.jpg,640,640,Plastic,239,250,394,337
000001_jpg.rf.20e4387e7c16909835fb5f29577f6018.jpg,640,640,Plastic,382,299,394,320
000001_jpg.rf.3e0283a93cf9185f1fcb64c40618726b.jpg,640,640,Trash,140,409,157,415
000001_jpg.rf.3e0283a93cf9185f1fcb64c40618726b.jpg,640,640,Metal,100,262,171,386
000001_jpg.rf.3f4ec2ab9ed7403782a5a7e2834b7184.jpg,640,640,Plastic,187,321,261,365
000001_jpg.rf.43dbfbce5690a369f74c4b0e6b032efc.jpg,640,640,Plastic,276,287,423,350
000001_jpg.rf.43dbfbce5690a369f74c4b0e6b032efc.jpg,640,640,Plastic,1,1,640,200
000001_jpg.rf.43dbfbce5690a369f74c4b0e6b032efc.jpg,640,640,Cardboard,486,167,552,199
000001_jpg.rf.65325acd77c32139be8c397955b8092b.jpg,640,640,Trash,139,417,156,423
000001_jpg.rf.65325acd77c32139be8c397955b8092b.jpg,640,640,Metal,95,268,169,394
000001_jpg.rf.66261ec4ad20b657c8d3c681204d74a6.jpg,640,640,Plastic,196,163,474,530
000001_jpg.rf.6838c51b1ae714c0d0d1acacd4219cc8.jpg,640,640,Plastic,226,414,267,442
000001_jpg.rf.6c76c332a348f550e2c3f1e0bd90128f.jpg,640,640,Plastic,288,313,441,416
000001_jpg.rf.6c76c332a348f550e2c3f1e0bd90128f.jpg,640,640,Plastic,428,324,441,345
000001_jpg.rf.749c4870d9db098a2583dbe3d172331b.jpg,640,640,Plastic,318,170,396,415
000001_jpg.rf.7a0c1fae98e5d3b27a954cbde2f75eec.jpg,640,640,Paper,251,245,381,339
000001_jpg.rf.7a0c1fae98e5d3b27a954cbde2f75eec.jpg,640,640,Trash,528,185,640,256
000001_jpg.rf.85b04688c19a2c10b0a4261ed0489e94.jpg,640,640,Paper,264,278,395,374
000001_jpg.rf.85b04688c19a2c10b0a4261ed0489e94.jpg,640,640,Trash,8,369,117,443
000001_jpg.rf.8a36b6017c67edf1092a13411dbcc288.jpg,640,640,Plastic,41,36,114,176
000001_jpg.rf.8a36b6017c67edf1092a13411dbcc288.jpg,640,640,Plastic,41,151,53,175
000001_jpg.rf.8a36b6017c67edf1092a13411dbcc288.jpg,640,640,Trash,48,27,81,72
000001_jpg.rf.8a36b6017c67edf1092a13411dbcc288.jpg,640,640,Trash,140,253,208,340
000001_jpg.rf.8a36b6017c67edf1092a13411dbcc288.jpg,640,640,Trash,137,265,168,330
000001_jpg.rf.8a36b6017c67edf1092a13411dbcc288.jpg,640,640,Plastic,358,294,400,367
000001_jpg.rf.8a36b6017c67edf1092a13411dbcc288.jpg,640,640,Trash,391,307,404,345
000001_jpg.rf.8a36b6017c67edf1092a13411dbcc288.jpg,640,640,Plastic,413,149,440,198
000001_jpg.rf.8a36b6017c67edf1092a13411dbcc288.jpg,640,640,Trash,482,308,492,330
000001_jpg.rf.8a36b6017c67edf1092a13411dbcc288.jpg,640,640,Trash,474,306,479,310
000001_jpg.rf.8a36b6017c67edf1092a13411dbcc288.jpg,640,640,Trash,218,562,227,581
000001_jpg.rf.8a36b6017c67edf1092a13411dbcc288.jpg,640,640,Trash,171,233,180,254
000001_jpg.rf.8a36b6017c67edf1092a13411dbcc288.jpg,640,640,Trash,529,161,539,167
000001_jpg.rf.99ef3f00f6142a548cbebde75fafb187.jpg,640,640,Plastic,273,294,423,357
000001_jpg.rf.99ef3f00f6142a548cbebde75fafb187.jpg,640,640,Plastic,1,444,638,641
000001_jpg.rf.99ef3f00f6142a548cbebde75fafb187.jpg,640,640,Cardboard,487,445,554,478
000001_jpg.rf.9b6997c1ccf75e0831f0a99db31264a1.jpg,640,640,Plastic,288,190,366,342
000001_jpg.rf.9b6997c1ccf75e0831f0a99db31264a1.jpg,640,640,Plastic,461,11,641,636
000001_jpg.rf.9b6997c1ccf75e0831f0a99db31264a1.jpg,640,640,Cardboard,471,62,507,131
000001_jpg.rf.d2ca39d5046d385f9871fbffb3024e7c.jpg,640,640,Plastic,162,139,458,534
000001_jpg.rf.d5d91228eaf659bdb03da50f537bc21b.jpg,640,640,Plastic,175,319,250,373
000001_JPG_jpg.rf.1a953cc8a1ed60962ba149382cff3e69.jpg,640,640,Plastic,302,356,340,438
000001_JPG_jpg.rf.1a953cc8a1ed60962ba149382cff3e69.jpg,640,640,Plastic,302,429,311,438
000001_JPG_jpg.rf.6405371367166f788adf1abaaca1172d.jpg,640,640,Glass,80,229,119,349
000001_JPG_jpg.rf.6405371367166f788adf1abaaca1172d.jpg,640,640,Glass,495,301,576,353
000001_JPG_jpg.rf.6405371367166f788adf1abaaca1172d.jpg,640,640,Plastic,113,442,136,488
000001_JPG_jpg.rf.6f937cdae8f10b8e78bc176aefe0c040.jpg,640,640,Glass,189,56,306,110
000001_JPG_jpg.rf.6f937cdae8f10b8e78bc176aefe0c040.jpg,640,640,Glass,343,455,384,534
000001_JPG_jpg.rf.6f937cdae8f10b8e78bc176aefe0c040.jpg,640,640,Plastic,398,61,445,77
000001_JPG_jpg.rf.844ca19182670d751d8fe00d1ed7ae43.jpg,640,640,Plastic,272,222,342,243
000001_JPG_jpg.rf.844ca19182670d751d8fe00d1ed7ae43.jpg,640,640,Plastic,236,163,248,170
000001_JPG_jpg.rf.844ca19182670d751d8fe00d1ed7ae43.jpg,640,640,Plastic,204,169,231,200
000001_JPG_jpg.rf.844ca19182670d751d8fe00d1ed7ae43.jpg,640,640,Plastic,214,172,222,185
000001_JPG_jpg.rf.844ca19182670d751d8fe00d1ed7ae43.jpg,640,640,Plastic,416,461,431,482
000001_JPG_jpg.rf.a4ef0d62e1d8c8111a905c727f3c1d96.jpg,640,640,Glass,214,73,326,115
000001_JPG_jpg.rf.a4ef0d62e1d8c8111a905c727f3c1d96.jpg,640,640,Glass,312,461,357,536
000001_JPG_jpg.rf.a4ef0d62e1d8c8111a905c727f3c1d96.jpg,640,640,Plastic,415,94,458,113
000001_JPG_jpg.rf.e0cbbe8a43ee6ad05aa757be43ce826f.jpg,640,640,Plastic,343,284,420,326
000001_JPG_jpg.rf.e0cbbe8a43ee6ad05aa757be43ce826f.jpg,640,640,Plastic,411,284,420,293
000002_jpg.rf.1bf73cd874c99476d4fea99a2458529e.jpg,640,640,Paper,294,50,598,520
000002_jpg.rf.2bd4f021cdf6b91f098081f1779f98f0.jpg,640,640,Paper,167,21,553,491
000002_jpg.rf.2bd4f021cdf6b91f098081f1779f98f0.jpg,640,640,Trash,440,432,641,607
000002_jpg.rf.2f802c2b5c3d6e19c489a371e5bd5dcb.jpg,640,640,Plastic,134,243,442,435
000002_jpg.rf.39b5b8264d27a52ddf00d63f1245040a.jpg,640,640,Plastic,139,180,448,384
000002_jpg.rf.3bf453c0dc7f064b9dcc9d4162cac572.jpg,640,640,Paper,303,74,591,513
000002_jpg.rf.3d260e226e2aea2c5361050ce218c053.jpg,640,640,Plastic,448,306,506,452
000002_jpg.rf.3d260e226e2aea2c5361050ce218c053.jpg,640,640,Plastic,263,631,270,641
000002_jpg.rf.573e66ff253c0151cb5b62c92352f5fe.jpg,640,640,Trash,443,514,461,534
000002_jpg.rf.573e66ff253c0151cb5b62c92352f5fe.jpg,640,640,Plastic,149,587,159,606
000002_jpg.rf.573e66ff253c0151cb5b62c92352f5fe.jpg,640,640,Plastic,227,376,299,444
000002_jpg.rf.573e66ff253c0151cb5b62c92352f5fe.jpg,640,640,Plastic,226,439,240,444
000002_jpg.rf.573e66ff253c0151cb5b62c92352f5fe.jpg,640,640,Trash,482,415,504,438
000002_jpg.rf.573e66ff253c0151cb5b62c92352f5fe.jpg,640,640,Plastic,383,623,412,635
000002_jpg.rf.57abf6737837a9113e9aeace0109f26e.jpg,640,640,Trash,115,305,122,333
000002_jpg.rf.57abf6737837a9113e9aeace0109f26e.jpg,640,640,Plastic,246,271,280,317
000002_jpg.rf.5d1d85de02a8b4d767684c27c0dcf34f.jpg,640,640,Paper,299,145,602,612
000002_jpg.rf.6c0824d6f6f19260407e1521edb7fcf2.jpg,640,640,Plastic,213,352,371,443
000002_jpg.rf.74886c46acbf7816675bd4e8a99a423d.jpg,640,640,Trash,527,339,537,367
000002_jpg.rf.74886c46acbf7816675bd4e8a99a423d.jpg,640,640,Plastic,365,335,401,381
000002_jpg.rf.7cbca426cc210c997380404608f02aa9.jpg,640,640,Paper,38,1,459,502
000002_jpg.rf.7cbca426cc210c997380404608f02aa9.jpg,640,640,Trash,20,545,185,641
000002_jpg.rf.832ab88f9bc8efa394d82a840dacbd0f.jpg,640,640,Plastic,202,261,511,444
000002_jpg.rf.8c6261b0ff4ba17f2f4f73ec6a76a13f.jpg,640,640,Trash,110,289,113,318
000002_jpg.rf.8c6261b0ff4ba17f2f4f73ec6a76a13f.jpg,640,640,Plastic,236,323,271,369
000002_jpg.rf.9cddf7bbf2f6c9fa7a91de28278d07fc.jpg,640,640,Paper,170,156,558,629
000002_jpg.rf.9cddf7bbf2f6c9fa7a91de28278d07fc.jpg,640,640,Trash,434,28,637,203
000002_jpg.rf.d1da1e69e73e962c3e09b474ebe924cb.jpg,640,640,Plastic,287,474,443,538
000002_jpg.rf.df1c61e8df62e165b8b254492f45bb21.jpg,640,640,Plastic,215,211,369,299
000002_jpg.rf.e733365d0367cad623e59f00b3b2a444.jpg,640,640,Plastic,360,271,454,434
000002_jpg.rf.f095e980bb9680a6e69c573be5860364.jpg,640,640,Trash,104,194,122,212
000002_jpg.rf.f095e980bb9680a6e69c573be5860364.jpg,640,640,Plastic,42,487,61,497
000002_jpg.rf.f095e980bb9680a6e69c573be5860364.jpg,640,640,Plastic,197,350,262,420
000002_jpg.rf.f095e980bb9680a6e69c573be5860364.jpg,640,640,Plastic,197,408,202,421
000002_jpg.rf.f095e980bb9680a6e69c573be5860364.jpg,640,640,Trash,196,152,218,172
000002_jpg.rf.f095e980bb9680a6e69c573be5860364.jpg,640,640,Plastic,2,243,18,272
000002_jpg.rf.f8c1c33274afe77bce4407f5332c00fe.jpg,640,640,Trash,90,216,108,235
000002_jpg.rf.f8c1c33274afe77bce4407f5332c00fe.jpg,640,640,Plastic,55,515,73,527
000002_jpg.rf.f8c1c33274afe77bce4407f5332c00fe.jpg,640,640,Plastic,202,358,264,434
000002_jpg.rf.f8c1c33274afe77bce4407f5332c00fe.jpg,640,640,Plastic,202,422,208,435
000002_jpg.rf.f8c1c33274afe77bce4407f5332c00fe.jpg,640,640,Trash,178,165,201,184
000002_jpg.rf.f8c1c33274afe77bce4407f5332c00fe.jpg,640,640,Plastic,1,275,9,303
000002_JPG_jpg.rf.0d8f2551b1692f5581d372f84f9daf36.jpg,640,640,Plastic,298,58,354,145
000002_JPG_jpg.rf.0d8f2551b1692f5581d372f84f9daf36.jpg,640,640,Plastic,279,110,288,120
000002_JPG_jpg.rf.0d8f2551b1692f5581d372f84f9daf36.jpg,640,640,Trash,451,291,458,298
000002_JPG_jpg.rf.207821e997636b59308efae3e7d4e9d8.jpg,640,640,Plastic,290,489,346,570
000002_JPG_jpg.rf.207821e997636b59308efae3e7d4e9d8.jpg,640,640,Plastic,353,510,361,519
000002_JPG_jpg.rf.207821e997636b59308efae3e7d4e9d8.jpg,640,640,Trash,183,349,189,356
000002_JPG_jpg.rf.3306575823dc331ccb8a84701cf40682.jpg,640,640,Cardboard,134,180,375,349
000002_JPG_jpg.rf.3306575823dc331ccb8a84701cf40682.jpg,640,640,Cardboard,397,387,495,500
000002_JPG_jpg.rf.5b60df99b9efb1642f94d84747178bd6.jpg,640,640,Metal,201,254,263,304
000002_JPG_jpg.rf.5b60df99b9efb1642f94d84747178bd6.jpg,640,640,Trash,377,50,391,63
000002_JPG_jpg.rf.71a6e6068689ee59e8b94d5a6a812220.jpg,640,640,Plastic,471,106,482,123
000002_JPG_jpg.rf.71a6e6068689ee59e8b94d5a6a812220.jpg,640,640,Plastic,355,464,368,482
000002_JPG_jpg.rf.71a6e6068689ee59e8b94d5a6a812220.jpg,640,640,Plastic,1,315,50,382
000002_JPG_jpg.rf.71a6e6068689ee59e8b94d5a6a812220.jpg,640,640,Paper,1,295,15,332
000002_JPG_jpg.rf.71a6e6068689ee59e8b94d5a6a812220.jpg,640,640,Trash,107,421,110,429
000002_JPG_jpg.rf.71a6e6068689ee59e8b94d5a6a812220.jpg,640,640,Trash,100,408,104,418
000002_JPG_jpg.rf.71a6e6068689ee59e8b94d5a6a812220.jpg,640,640,Trash,95,407,100,416
000002_JPG_jpg.rf.71a6e6068689ee59e8b94d5a6a812220.jpg,640,640,Trash,94,405,97,412
000002_JPG_jpg.rf.71a6e6068689ee59e8b94d5a6a812220.jpg,640,640,Trash,95,385,101,395
000002_JPG_jpg.rf.71a6e6068689ee59e8b94d5a6a812220.jpg,640,640,Trash,137,401,144,409
000002_JPG_jpg.rf.71a6e6068689ee59e8b94d5a6a812220.jpg,640,640,Trash,164,400,169,411
000002_JPG_jpg.rf.71a6e6068689ee59e8b94d5a6a812220.jpg,640,640,Trash,180,471,187,478
000002_JPG_jpg.rf.71a6e6068689ee59e8b94d5a6a812220.jpg,640,640,Trash,310,483,316,486
000002_JPG_jpg.rf.71a6e6068689ee59e8b94d5a6a812220.jpg,640,640,Trash,7,137,11,148
000002_JPG_jpg.rf.71a6e6068689ee59e8b94d5a6a812220.jpg,640,640,Trash,161,408,164,414
000002_JPG_jpg.rf.8729168b50c78547c41f5ef6d267eef2.jpg,640,640,Cardboard,273,279,405,507
000002_JPG_jpg.rf.8729168b50c78547c41f5ef6d267eef2.jpg,640,640,Cardboard,156,132,263,231
000002_JPG_jpg.rf.9b0f26c0d420badeae5e46638d01f0d6.jpg,640,640,Cardboard,273,276,494,415
000002_JPG_jpg.rf.9b0f26c0d420badeae5e46638d01f0d6.jpg,640,640,Cardboard,141,152,235,256
000002_JPG_jpg.rf.d85e93cbebf321db854d52de2dc9029d.jpg,640,640,Metal,370,251,431,298
000002_JPG_jpg.rf.d85e93cbebf321db854d52de2dc9029d.jpg,640,640,Trash,230,65,245,77
000002_JPG_jpg.rf.e40ae3eb838541dba7dc4b88f0963621.jpg,640,640,Metal,247,207,295,270
000002_JPG_jpg.rf.e40ae3eb838541dba7dc4b88f0963621.jpg,640,640,Trash,56,397,68,412
000002_JPG_jpg.rf.e897318a4c3befb9041b3e7a0b56b791.jpg,640,640,Plastic,75,437,92,449
000002_JPG_jpg.rf.e897318a4c3befb9041b3e7a0b56b791.jpg,640,640,Plastic,467,360,485,373
000002_JPG_jpg.rf.e897318a4c3befb9041b3e7a0b56b791.jpg,640,640,Plastic,358,1,409,26
000002_JPG_jpg.rf.e897318a4c3befb9041b3e7a0b56b791.jpg,640,640,Trash,458,93,467,97
000002_JPG_jpg.rf.e897318a4c3befb9041b3e7a0b56b791.jpg,640,640,Trash,446,86,456,89
000002_JPG_jpg.rf.e897318a4c3befb9041b3e7a0b56b791.jpg,640,640,Trash,445,80,455,84
000002_JPG_jpg.rf.e897318a4c3befb9041b3e7a0b56b791.jpg,640,640,Trash,444,79,451,81
000002_JPG_jpg.rf.e897318a4c3befb9041b3e7a0b56b791.jpg,640,640,Trash,422,78,433,83
000002_JPG_jpg.rf.e897318a4c3befb9041b3e7a0b56b791.jpg,640,640,Trash,433,123,441,130
000002_JPG_jpg.rf.e897318a4c3befb9041b3e7a0b56b791.jpg,640,640,Trash,428,151,439,157
000002_JPG_jpg.rf.e897318a4c3befb9041b3e7a0b56b791.jpg,640,640,Trash,500,176,508,184
000002_JPG_jpg.rf.e897318a4c3befb9041b3e7a0b56b791.jpg,640,640,Trash,494,314,497,321
000002_JPG_jpg.rf.e897318a4c3befb9041b3e7a0b56b791.jpg,640,640,Trash,436,148,443,152
000002_JPG_jpg.rf.ef2ec3c8716021586005ea70e1692b6e.jpg,640,640,Plastic,108,160,124,171
000002_JPG_jpg.rf.ef2ec3c8716021586005ea70e1692b6e.jpg,640,640,Plastic,460,279,478,291
000002_JPG_jpg.rf.ef2ec3c8716021586005ea70e1692b6e.jpg,640,640,Plastic,311,589,377,641
000002_JPG_jpg.rf.ef2ec3c8716021586005ea70e1692b6e.jpg,640,640,Paper,291,624,331,641
000002_JPG_jpg.rf.ef2ec3c8716021586005ea70e1692b6e.jpg,640,640,Trash,416,532,424,535
000002_JPG_jpg.rf.ef2ec3c8716021586005ea70e1692b6e.jpg,640,640,Trash,403,537,413,541
000002_JPG_jpg.rf.ef2ec3c8716021586005ea70e1692b6e.jpg,640,640,Trash,402,542,411,546
000002_JPG_jpg.rf.ef2ec3c8716021586005ea70e1692b6e.jpg,640,640,Trash,400,545,407,548
000002_JPG_jpg.rf.ef2ec3c8716021586005ea70e1692b6e.jpg,640,640,Trash,381,540,390,546
000002_JPG_jpg.rf.ef2ec3c8716021586005ea70e1692b6e.jpg,640,640,Trash,397,498,404,505
000002_JPG_jpg.rf.ef2ec3c8716021586005ea70e1692b6e.jpg,640,640,Trash,395,473,406,478
000002_JPG_jpg.rf.ef2ec3c8716021586005ea70e1692b6e.jpg,640,640,Trash,466,457,473,464
000002_JPG_jpg.rf.ef2ec3c8716021586005ea70e1692b6e.jpg,640,640,Trash,478,330,481,336
000002_JPG_jpg.rf.ef2ec3c8716021586005ea70e1692b6e.jpg,640,640,Trash,135,625,146,628
000002_JPG_jpg.rf.ef2ec3c8716021586005ea70e1692b6e.jpg,640,640,Trash,403,478,409,482
000003_jpg.rf.0e7705045cb1b4042d3452a5bd8db314.jpg,640,640,Plastic,201,288,265,381
000003_jpg.rf.0e7705045cb1b4042d3452a5bd8db314.jpg,640,640,Trash,11,223,24,236
000003_jpg.rf.0e7705045cb1b4042d3452a5bd8db314.jpg,640,640,Plastic,198,397,208,415
000003_jpg.rf.181e5ded4e3e0e959f26a46c2fd584f4.jpg,640,640,Trash,405,194,460,267
000003_jpg.rf.181e5ded4e3e0e959f26a46c2fd584f4.jpg,640,640,Plastic,257,353,321,436
000003_jpg.rf.184539a996027b9fff27c8774205655a.jpg,640,640,Trash,167,193,218,273
000003_jpg.rf.184539a996027b9fff27c8774205655a.jpg,640,640,Plastic,325,339,384,426
000003_jpg.rf.1d2489e7b76e8a68cd2dc5500156c24d.jpg,640,640,Plastic,525,123,567,189
000003_jpg.rf.1d2489e7b76e8a68cd2dc5500156c24d.jpg,640,640,Plastic,500,100,541,170
000003_jpg.rf.1d2489e7b76e8a68cd2dc5500156c24d.jpg,640,640,Plastic,548,110,571,142
000003_jpg.rf.1d2489e7b76e8a68cd2dc5500156c24d.jpg,640,640,Plastic,573,42,586,68
000003_jpg.rf.1d2489e7b76e8a68cd2dc5500156c24d.jpg,640,640,Plastic,517,209,528,234
000003_jpg.rf.1d2489e7b76e8a68cd2dc5500156c24d.jpg,640,640,Plastic,447,294,464,332
000003_jpg.rf.1d2489e7b76e8a68cd2dc5500156c24d.jpg,640,640,Trash,367,262,381,303
000003_jpg.rf.1d2489e7b76e8a68cd2dc5500156c24d.jpg,640,640,Plastic,248,115,299,159
000003_jpg.rf.1d2489e7b76e8a68cd2dc5500156c24d.jpg,640,640,Plastic,261,200,310,254
000003_jpg.rf.1d2489e7b76e8a68cd2dc5500156c24d.jpg,640,640,Plastic,130,71,164,149
000003_jpg.rf.1d2489e7b76e8a68cd2dc5500156c24d.jpg,640,640,Trash,418,121,447,176
000003_jpg.rf.1d2489e7b76e8a68cd2dc5500156c24d.jpg,640,640,Trash,415,200,431,230
000003_jpg.rf.1d2489e7b76e8a68cd2dc5500156c24d.jpg,640,640,Trash,585,59,618,99
000003_jpg.rf.20d5db7443ac092fec0429c6acc6ca7f.jpg,640,640,Plastic,469,209,628,550
000003_jpg.rf.20d5db7443ac092fec0429c6acc6ca7f.jpg,640,640,Trash,85,280,118,346
000003_jpg.rf.20d5db7443ac092fec0429c6acc6ca7f.jpg,640,640,Cardboard,111,221,151,302
000003_jpg.rf.20d5db7443ac092fec0429c6acc6ca7f.jpg,640,640,Trash,302,249,337,293
000003_jpg.rf.31e99aa3bb569b66c727322a140106db.jpg,640,640,Plastic,283,205,375,269
000003_jpg.rf.31e99aa3bb569b66c727322a140106db.jpg,640,640,Trash,211,19,224,32
000003_jpg.rf.31e99aa3bb569b66c727322a140106db.jpg,640,640,Plastic,389,202,408,212
000003_jpg.rf.33f7cae01f1102add39abf305d18c05d.jpg,640,640,Trash,359,136,412,391
000003_jpg.rf.3b518653f04dc51c63f00432468ad35f.jpg,640,640,Trash,170,363,404,431
